Team Number,Match Number,Scouter,extra cones,extra cubes,Start Positon,Taxi,Balance Attempt,Preloaded Cone,Preload Cube,Scored Preload,Docked Auto,Engaged Auto,Upper Cone,Mid Cone,Lower Cone,Upper Cube,Mid cube,Lower Cube,Links,Picked Up,Capable to Pick Up From Station,Capable to Pick Up From Floor,Can go over bump,Did Defend,Was Defended,Time,Docking attempts,Endgame Docked,Endgame Engaged,Parked,Auto Notes,Teleop Notes,Endgame Notes,Won,RP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,qual 4,LS,0,0,2,No,No,Yes,No,No,No,No,0,0,0,0,0,0,0,0,No,No,No,Yes,Yes,9,1,Yes,No,No,,defense bot that defended against their own alliance,,No,0
865,9,Grace,0,0,1,No,No,Yes,No,No,No,No,0,0,1,0,0,0,3,0,No,No,No,Yes,No,0,0,No,No,Yes,did not move,"defence robot, knocked over another",did not attempt to balance,No,1
865,14,Miles,0,0,3,No,No,Yes,No,No,No,No,0,0,1,0,0,0,0,0,No,No,Yes,No,No,0,0,No,Yes,No,,didn't do much,,Yes,3
865,21,Miles,0,0,0,No,No,Yes,No,No,No,No,0,0,1,0,0,0,0,0,No,No,No,Yes,No,0,0,No,Yes,No,,defended all match,,Yes,3
865,28,,0,0,2,No,No,Yes,No,No,No,No,0,1,1,0,0,0,0,1,No,Yes,Yes,Yes,No,31,1,No,Yes,No,,couldn't pick up so resorted to defending,,No,0
865,32,Miles,0,0,3,No,No,Yes,No,No,No,No,0,0,1,0,0,0,0,0,No,No,No,Yes,No,0,0,No,Yes,No,,REALLY good defender. Was very fast and that allowed their team to get a high point advantage,,Yes,3
865,37,Medina,0,0,2,No,No,Yes,No,No,No,No,0,0,1,0,0,0,0,0,No,Yes,No,No,No,0,0,No,No,No,,,did not even attempt to park,No,0
865,40,Kevin,0,0,2,No,No,Yes,No,No,No,No,0,0,0,0,0,0,2,0,No,No,Yes,Yes,No,1,0,No,No,Yes,,,,Yes,0
865,47,Miles,0,0,3,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,0,0,No,No,Yes,,,,No,0
865,51,Aayan,0,0,3,No,No,Yes,No,Yes,No,No,0,0,1,0,0,0,2,0,No,No,No,No,No,0,0,No,No,No,,stopped working near the beginning of the match,,No,0
